entry_date,exit_date,entry_price,exit_price,trade_return,hold_days,exit_reason,strategy,symbol
2022-01-18,2022-01-21,14.970000267028809,13.529999732971191,-0.09619241872888917,3,stop,RSI14_Stocks,PLTR
2022-01-19,2022-01-21,75.12348175048828,70.928466796875,-0.05584159381145848,2,stop,RSI14_Stocks,ARKK
2022-01-10,2022-01-25,75.38007354736328,75.2916488647461,-0.0011730511586941494,10,max_hold,RSI14_Stocks,SHY
2022-01-21,2022-01-26,13.529999732971191,12.75,-0.057649648807487686,3,stop,RSI14_Stocks,PLTR
2022-01-20,2022-01-27,91.47915649414062,85.05362701416016,-0.07024036650788346,5,stop,RSI14_Stocks,XBI
2022-01-25,2022-01-27,36.505001068115234,31.94499969482422,-0.12491442925265062,2,stop,RSI14_Stocks,MSTR
2022-01-20,2022-02-01,50.736446380615234,54.904884338378906,0.08215865034166647,8,rsi_exit,RSI14_Stocks,AVGO
2022-01-21,2022-02-04,142.64300537109375,157.63949584960938,0.1051330237995296,10,rsi_exit,RSI14_Stocks,AMZN
2022-02-04,2022-02-07,235.44532775878906,223.349853515625,-0.05137275119579243,1,stop,RSI14_Stocks,META
2022-01-26,2022-02-09,12.75,13.869999885559082,0.08784312827914365,10,max_hold,RSI14_Stocks,PLTR
2022-01-27,2022-02-09,31.94499969482422,44.65999984741211,0.3980278689640431,9,rsi_exit,RSI14_Stocks,MSTR
2022-01-27,2022-02-10,65.7813949584961,73.14994049072266,0.11201564723392754,10,max_hold,RSI14_Stocks,ARKK
2022-02-01,2022-02-15,75.1174087524414,74.56902313232422,-0.00730037988829535,10,max_hold,RSI14_Stocks,SHY
2022-02-07,2022-02-17,223.349853515625,206.26913452148438,-0.07647517437456341,8,stop,RSI14_Stocks,META
2022-02-10,2022-02-25,105.28223419189453,104.90840911865234,-0.003550694721778269,10,max_hold,RSI14_Stocks,LQD
2022-02-10,2022-02-25,65.94615173339844,66.47088623046875,0.00795701467451293,10,max_hold,RSI14_Stocks,HYG
2022-02-15,2022-03-01,74.56902313232422,74.97152709960938,0.005397736893654859,9,rsi_exit,RSI14_Stocks,SHY
2022-02-17,2022-03-04,206.26913452148438,198.67222595214844,-0.03683007924069548,10,max_hold,RSI14_Stocks,META
2022-02-17,2022-03-04,71.61228942871094,72.5224838256836,0.012710030697716146,10,max_hold,RSI14_Stocks,ORCL
2022-03-03,2022-03-07,30.51470947265625,28.730379104614258,-0.058474434096805084,2,stop,RSI14_Stocks,FXI
2022-03-04,2022-03-07,198.67222595214844,186.1695556640625,-0.06293114313370252,1,stop,RSI14_Stocks,META
2022-03-07,2022-03-11,28.730379104614258,26.33014488220215,-0.08354342327583897,4,stop,RSI14_Stocks,FXI
2022-03-04,2022-03-14,40.470855712890625,37.67726135253906,-0.06902731141070872,6,stop,RSI14_Stocks,EEM
2022-03-11,2022-03-14,26.33014488220215,24.56393051147461,-0.06707955382051134,1,stop,RSI14_Stocks,FXI
2022-03-07,2022-03-18,186.1695556640625,214.98826599121094,0.15479819041492981,9,rsi_exit,RSI14_Stocks,META
2022-03-07,2022-03-18,53.392738342285156,56.32332992553711,0.054887456126801126,9,rsi_exit,RSI14_Stocks,EWJ
2022-03-07,2022-03-21,41.56962966918945,46.406246185302734,0.11634976194406854,10,max_hold,RSI14_Stocks,WFC
2022-03-14,2022-03-22,24.56393051147461,30.05277442932129,0.22345136969357005,6,rsi_exit,RSI14_Stocks,FXI
2022-03-14,2022-03-28,100.83325958251953,102.10175323486328,0.012580111538550875,10,max_hold,RSI14_Stocks,LQD
2022-03-18,2022-04-01,74.19290924072266,73.59645080566406,-0.008039291640705937,10,max_hold,RSI14_Stocks,SHY
2022-04-01,2022-04-18,73.59645080566406,73.63184356689453,0.0004809030984922469,10,max_hold,RSI14_Stocks,SHY
2022-04-11,2022-04-26,107.02120208740234,106.38677215576172,-0.005928077047036906,10,max_hold,RSI14_Stocks,TLT
2022-04-11,2022-04-26,99.01583099365234,97.78732299804688,-0.012407187651479967,10,max_hold,RSI14_Stocks,LQD
2022-04-27,2022-05-02,173.73641967773438,209.66543579101562,0.20680186790959776,3,rsi_exit,RSI14_Stocks,META
2022-04-26,2022-05-09,34.831974029541016,32.215065002441406,-0.07512950672506269,9,stop,RSI14_Stocks,COPX
2022-04-27,2022-05-09,18.382526397705078,16.920108795166016,-0.07955476689654772,8,stop,RSI14_Stocks,NVDA
2022-04-26,2022-05-10,37.323524475097656,36.22603988647461,-0.029404634317300116,10,max_hold,RSI14_Stocks,EEM
2022-05-02,2022-05-10,20.8700008392334,19.549999237060547,-0.06324875654491535,6,stop,RSI14_Stocks,SLV
2022-04-27,2022-05-11,114.0838851928711,113.03300476074219,-0.009211471281437178,10,max_hold,RSI14_Stocks,GOOG
2022-05-09,2022-05-11,7.460000038146973,6.710000038146973,-0.10053619251539525,2,stop,RSI14_Stocks,PLTR
2022-05-10,2022-05-11,22.552000045776367,16.81999969482422,-0.2541681597781684,1,stop,RSI14_Stocks,MSTR
2022-05-09,2022-05-23,108.78900146484375,107.55699920654297,-0.011324694975704097,10,max_hold,RSI14_Stocks,AMZN
2022-05-10,2022-05-24,19.549999237060547,20.389999389648438,0.04296676139994515,10,max_hold,RSI14_Stocks,SLV
2022-05-11,2022-05-25,6.710000038146973,7.960000038146973,0.18628911965627926,10,max_hold,RSI14_Stocks,PLTR
2022-05-11,2022-05-25,16.81999969482422,19.812000274658203,0.17788350975741518,10,max_hold,RSI14_Stocks,MSTR
2022-05-11,2022-05-25,36.62455749511719,40.69064712524414,0.11102085344427848,10,max_hold,RSI14_Stocks,ARKK
2022-05-24,2022-06-08,209.3866729736328,241.86666870117188,0.1551196896453344,10,max_hold,RSI14_Stocks,TSLA
2022-06-10,2022-06-16,291.7099914550781,268.55999755859375,-0.07935961939805325,4,stop,RSI14_Stocks,BRK-B
2022-06-10,2022-06-27,73.1700439453125,73.1700439453125,0.0,10,max_hold,RSI14_Stocks,SHY
2022-06-13,2022-06-28,59.02330017089844,59.556209564208984,0.009028796962683217,10,max_hold,RSI14_Stocks,HYG
2022-06-13,2022-06-28,92.54373168945312,93.46944427490234,0.01000297447001186,10,max_hold,RSI14_Stocks,LQD
2022-06-13,2022-06-28,35.5743293762207,36.66008758544922,0.03052083421576124,10,max_hold,RSI14_Stocks,WFC
2022-06-16,2022-07-01,268.55999755859375,277.5,0.033288659974223256,10,max_hold,RSI14_Stocks,BRK-B
2022-07-01,2022-07-05,27.487194061279297,26.057008743286133,-0.0520309681230009,1,stop,RSI14_Stocks,COPX
2022-07-01,2022-07-14,18.309999465942383,17.0,-0.07154557641462822,8,stop,RSI14_Stocks,SLV
2022-07-05,2022-07-14,26.057008743286133,24.469966888427734,-0.06090652501574334,7,stop,RSI14_Stocks,COPX
2022-06-30,2022-07-15,76.04000091552734,96.95999908447266,0.27511833136595154,10,rsi_exit,RSI14_Stocks,UNG
2022-07-06,2022-07-20,162.13999938964844,158.0399932861328,-0.02528682693320261,10,max_hold,RSI14_Stocks,GLD
2022-07-14,2022-07-28,17.0,18.43000030517578,0.08411766501034013,10,rsi_exit,RSI14_Stocks,SLV
2022-07-14,2022-07-28,24.469966888427734,26.9520263671875,0.10143289077900519,10,max_hold,RSI14_Stocks,COPX
2022-07-20,2022-07-28,158.0399932861328,163.63999938964844,0.035434107450110774,6,rsi_exit,RSI14_Stocks,GLD
2022-09-06,2022-09-09,20.424999237060547,26.19700050354004,0.28259493180329565,3,rsi_exit,RSI14_Stocks,MSTR
2022-08-31,2022-09-12,16.579999923706055,18.170000076293945,0.09589868274453428,7,rsi_exit,RSI14_Stocks,SLV
2022-09-01,2022-09-13,13.915366172790527,13.11451244354248,-0.05755175388873346,7,stop,RSI14_Stocks,NVDA
2022-09-06,2022-09-20,47.08002853393555,46.81517791748047,-0.00562554069533272,10,max_hold,RSI14_Stocks,EWJ
2022-09-06,2022-09-20,92.37061309814453,91.75721740722656,-0.006640593478211887,10,max_hold,RSI14_Stocks,LQD
2022-09-16,2022-09-23,65.80811309814453,61.71601486206055,-0.06218227576258162,5,stop,RSI14_Stocks,ORCL
2022-09-14,2022-09-28,72.66874694824219,72.37532043457031,-0.004037863951071974,10,max_hold,RSI14_Stocks,SHY
2022-09-23,2022-09-30,61.71601486206055,58.38880157470703,-0.053911667737945534,5,stop,RSI14_Stocks,ORCL
2022-09-20,2022-10-04,235.5854949951172,241.8334503173828,0.026520967780274907,10,max_hold,RSI14_Stocks,MSFT
2022-09-21,2022-10-05,99.19561004638672,101.38761901855469,0.022097842547093682,10,max_hold,RSI14_Stocks,GOOG
2022-09-21,2022-10-05,37.54694366455078,38.26016616821289,0.018995487623017393,10,max_hold,RSI14_Stocks,CSCO
2022-09-28,2022-10-12,32.756099700927734,31.676727294921875,-0.03295179877521526,10,max_hold,RSI14_Stocks,EEM
2022-09-30,2022-10-14,58.38880157470703,61.80263137817383,0.05846720109675285,10,max_hold,RSI14_Stocks,ORCL
2022-10-07,2022-10-14,223.07000732421875,204.99000549316406,-0.08105079677868343,5,stop,RSI14_Stocks,TSLA
2022-10-07,2022-10-21,58.439998626708984,58.81999969482422,0.006502414049365912,10,max_hold,RSI14_Stocks,AMD
2022-10-11,2022-10-24,22.622684478759766,19.584495544433594,-0.13429833834170746,9,stop,RSI14_Stocks,FXI
2022-10-12,2022-10-26,126.61554718017578,128.9194793701172,0.01819628190417144,10,max_hold,RSI14_Stocks,META
2022-10-14,2022-10-28,204.99000549316406,228.52000427246094,0.1147860780953125,10,max_hold,RSI14_Stocks,TSLA
2022-10-14,2022-10-28,31.292543411254883,31.3657283782959,0.0023387350168120324,10,max_hold,RSI14_Stocks,EEM
2022-10-27,2022-11-02,97.26060485839844,89.91192626953125,-0.07555657914698466,4,stop,RSI14_Stocks,META
2022-11-01,2022-11-03,96.79000091552734,89.30000305175781,-0.07738400447280047,2,stop,RSI14_Stocks,AMZN
2022-10-21,2022-11-04,81.93275451660156,83.0600814819336,0.013759173263284019,10,max_hold,RSI14_Stocks,TLT
2022-10-24,2022-11-07,19.584495544433594,21.794912338256836,0.11286564868664684,10,rsi_exit,RSI14_Stocks,FXI
2022-11-08,2022-11-09,191.3000030517578,177.58999633789062,-0.07166757185130745,1,stop,RSI14_Stocks,TSLA
2022-11-03,2022-11-11,82.81012725830078,95.94232940673828,0.15858207906716082,6,rsi_exit,RSI14_Stocks,GOOG
2022-11-02,2022-11-15,89.91192626953125,116.2678451538086,0.2931303996899093,9,rsi_exit,RSI14_Stocks,META
2022-11-03,2022-11-17,89.30000305175781,94.8499984741211,0.06215000260578418,10,max_hold,RSI14_Stocks,AMZN
2022-11-09,2022-11-21,177.58999633789062,167.8699951171875,-0.05473281953454978,8,stop,RSI14_Stocks,TSLA
2022-11-21,2022-12-06,167.8699951171875,179.82000732421875,0.0711861116019521,10,max_hold,RSI14_Stocks,TSLA
2022-12-16,2022-12-20,150.22999572753906,137.8000030517578,-0.08273975257460964,2,stop,RSI14_Stocks,TSLA
2022-12-20,2022-12-22,137.8000030517578,125.3499984741211,-0.09034836213291286,2,stop,RSI14_Stocks,TSLA
2022-12-22,2022-12-27,125.3499984741211,109.0999984741211,-0.12963701793227278,2,stop,RSI14_Stocks,TSLA
2022-12-27,2022-12-28,14.77400016784668,13.809000015258789,-0.06531745915964338,1,stop,RSI14_Stocks,MSTR
2022-12-15,2022-12-30,38.25038528442383,38.17642593383789,-0.0019335583167591208,10,max_hold,RSI14_Stocks,WFC
2023-01-03,2023-01-05,51.119998931884766,47.84000015258789,-0.06416273176506393,2,stop,RSI14_Stocks,UNG
2022-12-28,2023-01-09,13.809000015258789,17.500999450683594,0.26736182427005484,7,rsi_exit,RSI14_Stocks,MSTR
2022-12-28,2023-01-10,29.394851684570312,33.34193420410156,0.13427802126326482,8,rsi_exit,RSI14_Stocks,ARKK
2022-12-27,2023-01-11,109.0999984741211,123.22000122070312,0.12942257510600563,10,max_hold,RSI14_Stocks,TSLA
2022-12-28,2023-01-12,124.05071258544922,131.30442810058594,0.05847379159664379,10,max_hold,RSI14_Stocks,AAPL
2023-01-10,2023-01-18,45.720001220703125,42.47999954223633,-0.07086617655206107,5,stop,RSI14_Stocks,UNG
2023-01-05,2023-01-20,27.372499465942383,28.782499313354492,0.05151154899706811,10,max_hold,RSI14_Stocks,ANET
2023-01-18,2023-01-25,42.47999954223633,39.2400016784668,-0.07627113697466303,5,stop,RSI14_Stocks,UNG
2023-01-25,2023-01-30,39.2400016784668,36.47999954223633,-0.070336442868835,3,stop,RSI14_Stocks,UNG
2023-01-30,2023-02-01,36.47999954223633,34.0,-0.06798244444507184,2,stop,RSI14_Stocks,UNG
2023-02-01,2023-02-15,34.0,33.68000030517578,-0.009411755730124094,10,max_hold,RSI14_Stocks,UNG
2023-02-21,2023-03-03,28.84000015258789,39.52000045776367,0.37031901000934764,8,rsi_exit,RSI14_Stocks,UNG
2023-02-24,2023-03-10,19.09000015258789,18.860000610351562,-0.012048168695543371,10,max_hold,RSI14_Stocks,SLV
2023-03-09,2023-03-13,31.960620880126953,30.14055633544922,-0.056947095974892226,2,stop,RSI14_Stocks,XLF
2023-03-09,2023-03-13,38.27107238769531,35.74013137817383,-0.06613195950932427,2,stop,RSI14_Stocks,WFC
2023-03-10,2023-03-24,75.25619506835938,73.7940444946289,-0.019428972889239393,10,max_hold,RSI14_Stocks,XBI
2023-03-10,2023-03-24,118.12431335449219,121.59385681152344,0.029371967197126647,10,max_hold,RSI14_Stocks,XLV
2023-03-10,2023-03-24,169.66700744628906,166.0497589111328,-0.021319693142471174,10,max_hold,RSI14_Stocks,IWM
2023-03-13,2023-03-24,35.74013137817383,33.71166229248047,-0.056756061253096735,9,stop,RSI14_Stocks,WFC
2023-03-13,2023-03-27,30.14055633544922,30.089048385620117,-0.0017089249865146483,10,max_hold,RSI14_Stocks,XLF
2023-03-24,2023-04-10,33.71166229248047,35.94484329223633,0.06624357411927395,10,max_hold,RSI14_Stocks,WFC
2023-04-20,2023-05-04,43.10291290283203,42.28860855102539,-0.018892095614102655,10,max_hold,RSI14_Stocks,CSCO
2023-04-26,2023-05-10,153.75,168.5399932861328,0.09619507828379059,10,max_hold,RSI14_Stocks,TSLA
2023-05-02,2023-05-16,33.744998931884766,34.03499984741211,0.008593893160664168,10,max_hold,RSI14_Stocks,ANET
2023-05-30,2023-06-05,121.05894470214844,124.92739868164062,0.031955127223437074,4,rsi_exit,RSI14_Stocks,XLV
